NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Unit Per Package Size,Therapeutic Equivalent Code ,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date ,Date Reported to CMS
72603,0311,01,NORTHSTAR RX LLC,Active,CYCLOBENZ HCL TB 7.5MG 100,01,0208170,N,1,N,05/31/2017,07/01/2018,TAB,1,AB,N,01/24/2025,01/24/2025,,,02/20/2025
72603,0312,01,NORTHSTAR RX LLC,Active,CYCLOBENZ HCL TB 10MG 100,01,0208170,N,1,N,05/31/2017,05/23/2018,TAB,1,AB,N,01/24/2025,01/24/2025,,,02/20/2025
72603,0312,02,NORTHSTAR RX LLC,Active,CYCLOBENZ HCL TB 10MG 500,01,0208170,N,1,N,05/31/2017,05/23/2018,TAB,1,AB,N,01/24/2025,01/24/2025,,,02/20/2025
72603,0312,03,NORTHSTAR RX LLC,Active,CYCLOBENZ HCL TB 10MG 1000,01,0208170,N,1,N,05/31/2017,05/23/2018,TAB,1,AB,N,01/24/2025,01/24/2025,,,02/20/2025
72603,0317,01,NORTHSTAR RX LLC,Active,PANTOPRA SOD OS DR 40MG,01,0213725,N,1,N,06/30/2020,08/13/2020,EA,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0317,30,NORTHSTAR RX LLC,Active,PANTOPRA SOD OS DR 40MG 30,01,0213725,N,1,N,06/30/2020,08/13/2020,EA,30,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0319,01,NORTHSTAR RX LLC,Active,TRIAMCIN ACE OIN 0.05% 430G,01,0212384,N,1,N,11/29/2019,12/02/2019,GM,430,AT,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0320,01,NORTHSTAR RX LLC,Active,OXALIPLAT SDV 100MG/20ML 1,01,0217348,N,1,N,01/11/2024,01/15/2025,ML,20,AP,Y,01/15/2025,01/15/2025,,,02/20/2025
72603,0322,01,NORTHSTAR RX LLC,Active,CLINDA BENZ GEL1.2%/5% 45G,01,0212433,N,1,N,04/28/2021,05/20/2021,GM,45,AB,N,01/23/2025,01/23/2025,,,02/20/2025
72603,0323,01,NORTHSTAR RX LLC,Active,CLOBETA PROP CRM 0.05% 15G,01,0212982,N,1,N,08/28/2020,10/17/2020,GM,15,AB,N,01/16/2025,01/16/2025,,,02/20/2025
72603,0323,02,NORTHSTAR RX LLC,Active,CLOBETA PROP CRM 0.05% 30G,01,0212982,N,1,N,08/28/2020,10/17/2020,GM,30,AB,N,01/16/2025,01/16/2025,,,02/20/2025
72603,0323,03,NORTHSTAR RX LLC,Active,CLOBETA PROP CRM 0.05% 45G,01,0212982,N,1,N,08/28/2020,10/17/2020,GM,45,AB,N,01/16/2025,01/16/2025,,,02/20/2025
72603,0323,04,NORTHSTAR RX LLC,Active,CLOBETA PROP CRM 0.05% 60G,01,0212982,N,1,N,08/28/2020,10/17/2020,GM,60,AB,N,01/16/2025,01/16/2025,,,02/20/2025
72603,0325,01,NORTHSTAR RX LLC,Active,PEMETREX DISOD SDV 100MG 1,01,0208696,N,1,N,05/25/2022,05/25/2022,EA,1,AP,Y,01/16/2025,01/16/2025,,,02/20/2025
72603,0351,01,NORTHSTAR RX LLC,Active,CUPRIC CHL SDV 4MG/10ML 1,01,0217626,N,1,N,04/30/2024,07/09/2024,ML,10,AP,Y,01/21/2025,01/21/2025,,,02/20/2025
72603,0351,25,NORTHSTAR RX LLC,Active,CUPRIC CHL SDV 4MG/10ML 25,01,0217626,N,1,N,04/30/2024,07/09/2024,ML,10,AP,Y,01/21/2025,01/21/2025,,,02/20/2025
72603,0425,01,NORTHSTAR RX LLC,Active,PEMETREX DISOD SDV 500MG 1,01,0208696,N,1,N,05/25/2022,05/25/2022,EA,1,AP,Y,01/24/2025,01/24/2025,,,02/20/2025
73684,0110,60,Blucrest Pharmaceuticals,Active,Carbinoxamine Maleate,01,0207484,N,1,N,05/31/2016,04/16/2024,TAB,1,NR,N,,01/30/2025,,,02/18/2025
80830,2364,01,Amneal Pharmaceuticals Private Limited,Active,Propofol Injectable Emulsion 500mg/50mL - Inn Pk,01,0217525,N,1,N,08/15/2024,01/31/2025,ML,50,AB,Y,,01/31/2025,,,02/19/2025
80830,2364,08,Amneal Pharmaceuticals Private Limited,Active,Propofol Injectable Emulsion 500mg/50mL,01,0217525,N,1,N,08/15/2024,01/31/2025,ML,1000,AB,Y,,01/31/2025,,,02/19/2025
81033,0016,50,Kesin Pharma Corporation,Active,Promethazine Oral Solution Unit Dose 6.25mg/5ml,01,0040891,N,1,N,03/13/2009,03/13/2009,ML,250,AA,N,12/13/2024,12/13/2024,,,02/17/2025
81279,0104,20,"Pangea Pharmaceuticals, LLC",Active,ERGOMAR 2 MG SUBLINGUAL TABLET,01,0087693,N,1,N,09/25/1992,03/20/2017,TAB,1,AA,N,02/03/2025,02/03/2025,,,02/19/2025
